Entity,Code,Day,temperature_anomaly
Northern Hemisphere,,10/15/1930,0.02
Northern Hemisphere,,11/15/1930,0.44
Northern Hemisphere,,12/15/1930,0.08
Northern Hemisphere,,1/15/1931,0.01
Northern Hemisphere,,2/15/1931,-0.23
Northern Hemisphere,,3/15/1931,-0.06
Northern Hemisphere,,4/15/1931,-0.2
Northern Hemisphere,,5/15/1931,-0.14
Northern Hemisphere,,6/15/1931,0.15
Northern Hemisphere,,7/15/1931,0.08
Northern Hemisphere,,8/15/1931,0.09
Northern Hemisphere,,9/15/1931,0.17
Northern Hemisphere,,10/15/1931,0.36
Northern Hemisphere,,11/15/1931,0.26
Northern Hemisphere,,12/15/1931,0.1
Northern Hemisphere,,1/15/1932,0.39
Northern Hemisphere,,2/15/1932,-0.18
Northern Hemisphere,,3/15/1932,-0.2
Northern Hemisphere,,4/15/1932,0.1
Northern Hemisphere,,5/15/1932,-0.1
Northern Hemisphere,,6/15/1932,-0.14
Northern Hemisphere,,7/15/1932,-0.14
Northern Hemisphere,,8/15/1932,-0.08
Northern Hemisphere,,9/15/1932,0.1
Northern Hemisphere,,10/15/1932,0.14
Northern Hemisphere,,11/15/1932,-0.32
Northern Hemisphere,,12/15/1932,-0.2
Northern Hemisphere,,1/15/1933,-0.18
Northern Hemisphere,,2/15/1933,-0.3
Northern Hemisphere,,3/15/1933,-0.31
Northern Hemisphere,,4/15/1933,-0.17
Northern Hemisphere,,5/15/1933,-0.26
Northern Hemisphere,,6/15/1933,-0.31
Northern Hemisphere,,7/15/1933,-0.14
Northern Hemisphere,,8/15/1933,-0.15
Northern Hemisphere,,9/15/1933,-0.28
Northern Hemisphere,,10/15/1933,-0.17
Northern Hemisphere,,11/15/1933,-0.25
Northern Hemisphere,,12/15/1933,-0.55
Northern Hemisphere,,1/15/1934,-0.15
Northern Hemisphere,,2/15/1934,0.33
Northern Hemisphere,,3/15/1934,-0.27
Northern Hemisphere,,4/15/1934,-0.29
Northern Hemisphere,,5/15/1934,0.08
Northern Hemisphere,,6/15/1934,-0.01
Northern Hemisphere,,7/15/1934,-0.04
Northern Hemisphere,,8/15/1934,-0.1
Northern Hemisphere,,9/15/1934,-0.14
Northern Hemisphere,,10/15/1934,0.13
Northern Hemisphere,,11/15/1934,0.27
Northern Hemisphere,,12/15/1934,0.18
Northern Hemisphere,,1/15/1935,-0.39
Northern Hemisphere,,2/15/1935,0.57
Northern Hemisphere,,3/15/1935,0.04
Northern Hemisphere,,4/15/1935,-0.35
Northern Hemisphere,,5/15/1935,-0.29
Northern Hemisphere,,6/15/1935,-0.15
Northern Hemisphere,,7/15/1935,-0.04
Northern Hemisphere,,8/15/1935,-0.07
Northern Hemisphere,,9/15/1935,-0.06
Northern Hemisphere,,10/15/1935,0.11
Northern Hemisphere,,11/15/1935,-0.32
Northern Hemisphere,,12/15/1935,-0.17
Northern Hemisphere,,1/15/1936,-0.28
Northern Hemisphere,,2/15/1936,-0.5
Northern Hemisphere,,3/15/1936,-0.12
Northern Hemisphere,,4/15/1936,-0.06
Northern Hemisphere,,5/15/1936,-0.01
Northern Hemisphere,,6/15/1936,0.04
Northern Hemisphere,,7/15/1936,0.08
Northern Hemisphere,,8/15/1936,0.03
Northern Hemisphere,,9/15/1936,0.07
Northern Hemisphere,,10/15/1936,0.07
Northern Hemisphere,,11/15/1936,0.15
Northern Hemisphere,,12/15/1936,0.15
Northern Hemisphere,,1/15/1937,0.09
Northern Hemisphere,,2/15/1937,0.25
Northern Hemisphere,,3/15/1937,-0.23
Northern Hemisphere,,4/15/1937,-0.06
Northern Hemisphere,,5/15/1937,0.13
Northern Hemisphere,,6/15/1937,0.15
Northern Hemisphere,,7/15/1937,0.15
Northern Hemisphere,,8/15/1937,0.16
Northern Hemisphere,,9/15/1937,0.29
Northern Hemisphere,,10/15/1937,0.33
Northern Hemisphere,,11/15/1937,0.25
Northern Hemisphere,,12/15/1937,0
Northern Hemisphere,,1/15/1938,0.35
Northern Hemisphere,,2/15/1938,0.28
Northern Hemisphere,,3/15/1938,0.34
Northern Hemisphere,,4/15/1938,0.31
Northern Hemisphere,,5/15/1938,0.03
Northern Hemisphere,,6/15/1938,-0.06
Northern Hemisphere,,7/15/1938,-0.02
Northern Hemisphere,,8/15/1938,0.08
Northern Hemisphere,,9/15/1938,0.15
Northern Hemisphere,,10/15/1938,0.32
Northern Hemisphere,,11/15/1938,0.31
Northern Hemisphere,,12/15/1938,-0.13
Northern Hemisphere,,1/15/1939,0.03
Northern Hemisphere,,2/15/1939,-0.01
Northern Hemisphere,,3/15/1939,-0.24
Northern Hemisphere,,4/15/1939,-0.07
Northern Hemisphere,,5/15/1939,0.01
Northern Hemisphere,,6/15/1939,0
Northern Hemisphere,,7/15/1939,0.05
Northern Hemisphere,,8/15/1939,0.08
Northern Hemisphere,,9/15/1939,0.13
Northern Hemisphere,,10/15/1939,0.08
Northern Hemisphere,,11/15/1939,0.24
Northern Hemisphere,,12/15/1939,0.79
Northern Hemisphere,,1/15/1940,-0.1
Northern Hemisphere,,2/15/1940,0.14
Northern Hemisphere,,3/15/1940,0.03
Northern Hemisphere,,4/15/1940,0.28
Northern Hemisphere,,5/15/1940,0.17
Northern Hemisphere,,6/15/1940,0.16
Northern Hemisphere,,7/15/1940,0.16
Northern Hemisphere,,8/15/1940,0.07
Northern Hemisphere,,9/15/1940,0.27
Northern Hemisphere,,10/15/1940,0.29
Northern Hemisphere,,11/15/1940,0.31
Northern Hemisphere,,12/15/1940,0.37
Northern Hemisphere,,1/15/1941,0.18
Northern Hemisphere,,2/15/1941,0.47
Northern Hemisphere,,3/15/1941,0.12
Northern Hemisphere,,4/15/1941,0.12
Northern Hemisphere,,5/15/1941,0.23
Northern Hemisphere,,6/15/1941,0.21
Northern Hemisphere,,7/15/1941,0.25
Northern Hemisphere,,8/15/1941,0.19
Northern Hemisphere,,9/15/1941,0.1
Northern Hemisphere,,10/15/1941,0.5
Northern Hemisphere,,11/15/1941,0.18
Northern Hemisphere,,12/15/1941,0.19
Northern Hemisphere,,1/15/1942,0.41
Northern Hemisphere,,2/15/1942,-0.08
Northern Hemisphere,,3/15/1942,-0.01
Northern Hemisphere,,4/15/1942,0.09
Northern Hemisphere,,5/15/1942,0.17
Northern Hemisphere,,6/15/1942,0.11
Northern Hemisphere,,7/15/1942,-0.01
Northern Hemisphere,,8/15/1942,-0.08
Northern Hemisphere,,9/15/1942,0.11
Northern Hemisphere,,10/15/1942,0.28
Northern Hemisphere,,11/15/1942,0.26
Northern Hemisphere,,12/15/1942,0.27
Northern Hemisphere,,1/15/1943,-0.09
Northern Hemisphere,,2/15/1943,0.38
Northern Hemisphere,,3/15/1943,0
Northern Hemisphere,,4/15/1943,0.31
Northern Hemisphere,,5/15/1943,0.23
Northern Hemisphere,,6/15/1943,-0.07
Northern Hemisphere,,7/15/1943,-0.02
Northern Hemisphere,,8/15/1943,0.1
Northern Hemisphere,,9/15/1943,0.13
Northern Hemisphere,,10/15/1943,0.46
Northern Hemisphere,,11/15/1943,0.36
Northern Hemisphere,,12/15/1943,0.37
Northern Hemisphere,,1/15/1944,0.62
Northern Hemisphere,,2/15/1944,0.43
Northern Hemisphere,,3/15/1944,0.31
Northern Hemisphere,,4/15/1944,0.18
Northern Hemisphere,,5/15/1944,0.23
Northern Hemisphere,,6/15/1944,0.17
Northern Hemisphere,,7/15/1944,0.14
Northern Hemisphere,,8/15/1944,0.16
Northern Hemisphere,,9/15/1944,0.35
Northern Hemisphere,,10/15/1944,0.44
Northern Hemisphere,,11/15/1944,0.19
Northern Hemisphere,,12/15/1944,-0.01
Northern Hemisphere,,1/15/1945,0.11
Northern Hemisphere,,2/15/1945,-0.06
Northern Hemisphere,,3/15/1945,0.09
Northern Hemisphere,,4/15/1945,0.29
Northern Hemisphere,,5/15/1945,0.08
Northern Hemisphere,,6/15/1945,0.08
Northern Hemisphere,,7/15/1945,0.06
Northern Hemisphere,,8/15/1945,0.28
Northern Hemisphere,,9/15/1945,0.2
Northern Hemisphere,,10/15/1945,0.23
Northern Hemisphere,,11/15/1945,0.08
Northern Hemisphere,,12/15/1945,-0.21
Northern Hemisphere,,1/15/1946,0.34
Northern Hemisphere,,2/15/1946,0.09
Northern Hemisphere,,3/15/1946,0.12
Northern Hemisphere,,4/15/1946,0.32
Northern Hemisphere,,5/15/1946,0.03
Northern Hemisphere,,6/15/1946,-0.05
Northern Hemisphere,,7/15/1946,-0.04
Northern Hemisphere,,8/15/1946,-0.1
Northern Hemisphere,,9/15/1946,-0.04
Northern Hemisphere,,10/15/1946,0.02
Northern Hemisphere,,11/15/1946,0.07
Northern Hemisphere,,12/15/1946,-0.45
Northern Hemisphere,,1/15/1947,-0.05
Northern Hemisphere,,2/15/1947,-0.04
Northern Hemisphere,,3/15/1947,0.28
Northern Hemisphere,,4/15/1947,0.22
Northern Hemisphere,,5/15/1947,0.06
Northern Hemisphere,,6/15/1947,0
Northern Hemisphere,,7/15/1947,-0.03
Northern Hemisphere,,8/15/1947,-0.05
Northern Hemisphere,,9/15/1947,-0.02
Northern Hemisphere,,10/15/1947,0.4
Northern Hemisphere,,11/15/1947,0.19
Northern Hemisphere,,12/15/1947,-0.05
Northern Hemisphere,,1/15/1948,0.3
Northern Hemisphere,,2/15/1948,-0.15
Northern Hemisphere,,3/15/1948,-0.28
Northern Hemisphere,,4/15/1948,-0.03
Northern Hemisphere,,5/15/1948,0.17
Northern Hemisphere,,6/15/1948,0.04
Northern Hemisphere,,7/15/1948,0.01
Northern Hemisphere,,8/15/1948,0.02
Northern Hemisphere,,9/15/1948,-0.03
Northern Hemisphere,,10/15/1948,0.08
Northern Hemisphere,,11/15/1948,0.04
Northern Hemisphere,,12/15/1948,-0.39
Northern Hemisphere,,1/15/1949,0.22
Northern Hemisphere,,2/15/1949,-0.1
Northern Hemisphere,,3/15/1949,0.04
Northern Hemisphere,,4/15/1949,-0.02
Northern Hemisphere,,5/15/1949,0
Northern Hemisphere,,6/15/1949,-0.2
Northern Hemisphere,,7/15/1949,-0.11
Northern Hemisphere,,8/15/1949,-0.05
Northern Hemisphere,,9/15/1949,-0.1
Northern Hemisphere,,10/15/1949,0.07
Northern Hemisphere,,11/15/1949,0.05
Northern Hemisphere,,12/15/1949,-0.14
Northern Hemisphere,,1/15/1950,-0.29
Northern Hemisphere,,2/15/1950,-0.27
Northern Hemisphere,,3/15/1950,0.06
Northern Hemisphere,,4/15/1950,-0.22
Northern Hemisphere,,5/15/1950,-0.04
Northern Hemisphere,,6/15/1950,-0.06
Northern Hemisphere,,7/15/1950,-0.19
Northern Hemisphere,,8/15/1950,-0.2
Northern Hemisphere,,9/15/1950,-0.09
Northern Hemisphere,,10/15/1950,-0.06
Northern Hemisphere,,11/15/1950,-0.33
Northern Hemisphere,,12/15/1950,-0.13
Northern Hemisphere,,1/15/1951,-0.36
Northern Hemisphere,,2/15/1951,-0.52
Northern Hemisphere,,3/15/1951,-0.18
Northern Hemisphere,,4/15/1951,0.06
Northern Hemisphere,,5/15/1951,0.17
Northern Hemisphere,,6/15/1951,-0.02
Northern Hemisphere,,7/15/1951,0.08
Northern Hemisphere,,8/15/1951,0.22
Northern Hemisphere,,9/15/1951,0.33
Northern Hemisphere,,10/15/1951,0.29
Northern Hemisphere,,11/15/1951,0.08
Northern Hemisphere,,12/15/1951,0.38
Northern Hemisphere,,1/15/1952,0.17
Northern Hemisphere,,2/15/1952,0.17
Northern Hemisphere,,3/15/1952,-0.22
Northern Hemisphere,,4/15/1952,0.17
Northern Hemisphere,,5/15/1952,0.15
Northern Hemisphere,,6/15/1952,0.16
Northern Hemisphere,,7/15/1952,0.14
Northern Hemisphere,,8/15/1952,0.07
Northern Hemisphere,,9/15/1952,0.14
Northern Hemisphere,,10/15/1952,-0.01
Northern Hemisphere,,11/15/1952,-0.21
Northern Hemisphere,,12/15/1952,0.01
Northern Hemisphere,,1/15/1953,0.24
Northern Hemisphere,,2/15/1953,0.37
Northern Hemisphere,,3/15/1953,0.25
Northern Hemisphere,,4/15/1953,0.41
Northern Hemisphere,,5/15/1953,0.24
Northern Hemisphere,,6/15/1953,0.25
Northern Hemisphere,,7/15/1953,0.21
Northern Hemisphere,,8/15/1953,0.18
Northern Hemisphere,,9/15/1953,0.17
Northern Hemisphere,,10/15/1953,0.27
Northern Hemisphere,,11/15/1953,0.09
Northern Hemisphere,,12/15/1953,0.22
Northern Hemisphere,,1/15/1954,-0.24
Northern Hemisphere,,2/15/1954,0
Northern Hemisphere,,3/15/1954,-0.16
Northern Hemisphere,,4/15/1954,-0.01
Northern Hemisphere,,5/15/1954,-0.07
Northern Hemisphere,,6/15/1954,-0.04
Northern Hemisphere,,7/15/1954,-0.11
Northern Hemisphere,,8/15/1954,-0.01
Northern Hemisphere,,9/15/1954,0.09
Northern Hemisphere,,10/15/1954,0.13
Northern Hemisphere,,11/15/1954,0.34
Northern Hemisphere,,12/15/1954,-0.11
Northern Hemisphere,,1/15/1955,0.42
Northern Hemisphere,,2/15/1955,-0.12
Northern Hemisphere,,3/15/1955,-0.43
Northern Hemisphere,,4/15/1955,-0.24
Northern Hemisphere,,5/15/1955,-0.13
Northern Hemisphere,,6/15/1955,-0.1
Northern Hemisphere,,7/15/1955,-0.05
Northern Hemisphere,,8/15/1955,0.06
Northern Hemisphere,,9/15/1955,-0.02
Northern Hemisphere,,10/15/1955,0.12
Northern Hemisphere,,11/15/1955,-0.34
Northern Hemisphere,,12/15/1955,-0.28
Northern Hemisphere,,1/15/1956,-0.04
Northern Hemisphere,,2/15/1956,-0.32
Northern Hemisphere,,3/15/1956,-0.23
Northern Hemisphere,,4/15/1956,-0.26
Northern Hemisphere,,5/15/1956,-0.3
Northern Hemisphere,,6/15/1956,-0.2
Northern Hemisphere,,7/15/1956,-0.2
Northern Hemisphere,,8/15/1956,-0.28
Northern Hemisphere,,9/15/1956,-0.32
Northern Hemisphere,,10/15/1956,-0.28
Northern Hemisphere,,11/15/1956,-0.26
Northern Hemisphere,,12/15/1956,-0.1
Northern Hemisphere,,1/15/1957,-0.14
Northern Hemisphere,,2/15/1957,-0.06
Northern Hemisphere,,3/15/1957,-0.1
Northern Hemisphere,,4/15/1957,-0.09
Northern Hemisphere,,5/15/1957,-0.06
Northern Hemisphere,,6/15/1957,0.12
Northern Hemisphere,,7/15/1957,0.11
Northern Hemisphere,,8/15/1957,0.16
Northern Hemisphere,,9/15/1957,0.12
Northern Hemisphere,,10/15/1957,0.06
Northern Hemisphere,,11/15/1957,0.12
Northern Hemisphere,,12/15/1957,0.24
Northern Hemisphere,,1/15/1958,0.68
Northern Hemisphere,,2/15/1958,0.28
Northern Hemisphere,,3/15/1958,0.16
Northern Hemisphere,,4/15/1958,0.02
Northern Hemisphere,,5/15/1958,0.12
Northern Hemisphere,,6/15/1958,0.05
Northern Hemisphere,,7/15/1958,0.04
Northern Hemisphere,,8/15/1958,0.13
Northern Hemisphere,,9/15/1958,0.07
Northern Hemisphere,,10/15/1958,0.08
Northern Hemisphere,,11/15/1958,0.03
Northern Hemisphere,,12/15/1958,0.18
Northern Hemisphere,,1/15/1959,0.24
Northern Hemisphere,,2/15/1959,0.16
Northern Hemisphere,,3/15/1959,0.32
Northern Hemisphere,,4/15/1959,0.22
Northern Hemisphere,,5/15/1959,0.04
Northern Hemisphere,,6/15/1959,0.14
Northern Hemisphere,,7/15/1959,0.05
Northern Hemisphere,,8/15/1959,0.09
Northern Hemisphere,,9/15/1959,0.13
Northern Hemisphere,,10/15/1959,-0.04
Northern Hemisphere,,11/15/1959,0.02
Northern Hemisphere,,12/15/1959,0.1
Northern Hemisphere,,1/15/1960,0.15
Northern Hemisphere,,2/15/1960,0.42
Northern Hemisphere,,3/15/1960,-0.4
Northern Hemisphere,,4/15/1960,-0.13
Northern Hemisphere,,5/15/1960,0.03
Northern Hemisphere,,6/15/1960,0.19
Northern Hemisphere,,7/15/1960,0.09
Northern Hemisphere,,8/15/1960,0.11
Northern Hemisphere,,9/15/1960,0.12
Northern Hemisphere,,10/15/1960,0.05
Northern Hemisphere,,11/15/1960,-0.08
Northern Hemisphere,,12/15/1960,0.39
Northern Hemisphere,,1/15/1961,0.17
Northern Hemisphere,,2/15/1961,0.29
Northern Hemisphere,,3/15/1961,0.22
Northern Hemisphere,,4/15/1961,0.14
Northern Hemisphere,,5/15/1961,0.07
Northern Hemisphere,,6/15/1961,0.18
Northern Hemisphere,,7/15/1961,0.06
Northern Hemisphere,,8/15/1961,0.05
Northern Hemisphere,,9/15/1961,-0.02
Northern Hemisphere,,10/15/1961,-0.04
Northern Hemisphere,,11/15/1961,0.08
Northern Hemisphere,,12/15/1961,-0.17
Northern Hemisphere,,1/15/1962,0.28
Northern Hemisphere,,2/15/1962,0.36
Northern Hemisphere,,3/15/1962,0.3
Northern Hemisphere,,4/15/1962,0.23
Northern Hemisphere,,5/15/1962,0.02
Northern Hemisphere,,6/15/1962,-0.13
Northern Hemisphere,,7/15/1962,0.1
Northern Hemisphere,,8/15/1962,0.04
Northern Hemisphere,,9/15/1962,-0.02
Northern Hemisphere,,10/15/1962,0.13
Northern Hemisphere,,11/15/1962,0.12
Northern Hemisphere,,12/15/1962,0.1
Northern Hemisphere,,1/15/1963,0.08
Northern Hemisphere,,2/15/1963,0.5
Northern Hemisphere,,3/15/1963,-0.11
Northern Hemisphere,,4/15/1963,0.04
Northern Hemisphere,,5/15/1963,-0.05
Northern Hemisphere,,6/15/1963,-0.04
Northern Hemisphere,,7/15/1963,0.1
Northern Hemisphere,,8/15/1963,0.14
Northern Hemisphere,,9/15/1963,0.13
Northern Hemisphere,,10/15/1963,0.42
Northern Hemisphere,,11/15/1963,0.43
Northern Hemisphere,,12/15/1963,0.02
Northern Hemisphere,,1/15/1964,-0.05
Northern Hemisphere,,2/15/1964,-0.03
Northern Hemisphere,,3/15/1964,-0.32
Northern Hemisphere,,4/15/1964,-0.3
Northern Hemisphere,,5/15/1964,-0.1
Northern Hemisphere,,6/15/1964,-0.09
Northern Hemisphere,,7/15/1964,-0.13
Northern Hemisphere,,8/15/1964,-0.23
Northern Hemisphere,,9/15/1964,-0.28
Northern Hemisphere,,10/15/1964,-0.31
Northern Hemisphere,,11/15/1964,-0.22
Northern Hemisphere,,12/15/1964,-0.27
Northern Hemisphere,,1/15/1965,-0.02
Northern Hemisphere,,2/15/1965,-0.37
Northern Hemisphere,,3/15/1965,-0.1
Northern Hemisphere,,4/15/1965,-0.26
Northern Hemisphere,,5/15/1965,-0.13
Northern Hemisphere,,6/15/1965,-0.2
Northern Hemisphere,,7/15/1965,-0.18
Northern Hemisphere,,8/15/1965,-0.2
Northern Hemisphere,,9/15/1965,-0.2
Northern Hemisphere,,10/15/1965,-0.02
Northern Hemisphere,,11/15/1965,0.04
Northern Hemisphere,,12/15/1965,-0.08
Northern Hemisphere,,1/15/1966,-0.25
Northern Hemisphere,,2/15/1966,0.03
Northern Hemisphere,,3/15/1966,0
Northern Hemisphere,,4/15/1966,-0.22
Northern Hemisphere,,5/15/1966,-0.05
Northern Hemisphere,,6/15/1966,0.06
Northern Hemisphere,,7/15/1966,0.11
Northern Hemisphere,,8/15/1966,0.14
Northern Hemisphere,,9/15/1966,0.06
Northern Hemisphere,,10/15/1966,-0.1
Northern Hemisphere,,11/15/1966,0.02
Northern Hemisphere,,12/15/1966,-0.03
Northern Hemisphere,,1/15/1967,-0.18
Northern Hemisphere,,2/15/1967,-0.37
Northern Hemisphere,,3/15/1967,0.23
Northern Hemisphere,,4/15/1967,0.05
Northern Hemisphere,,5/15/1967,0.21
Northern Hemisphere,,6/15/1967,-0.06
Northern Hemisphere,,7/15/1967,0.04
Northern Hemisphere,,8/15/1967,0.06
Northern Hemisphere,,9/15/1967,-0.03
Northern Hemisphere,,10/15/1967,0.29
Northern Hemisphere,,11/15/1967,0.04
Northern Hemisphere,,12/15/1967,0.02
Northern Hemisphere,,1/15/1968,-0.29
Northern Hemisphere,,2/15/1968,-0.16
Northern Hemisphere,,3/15/1968,0.44
Northern Hemisphere,,4/15/1968,0
Northern Hemisphere,,5/15/1968,-0.06
Northern Hemisphere,,6/15/1968,-0.05
Northern Hemisphere,,7/15/1968,-0.08
Northern Hemisphere,,8/15/1968,-0.08
Northern Hemisphere,,9/15/1968,-0.05
Northern Hemisphere,,10/15/1968,-0.01
Northern Hemisphere,,11/15/1968,-0.22
Northern Hemisphere,,12/15/1968,-0.33
Northern Hemisphere,,1/15/1969,-0.43
Northern Hemisphere,,2/15/1969,-0.46
Northern Hemisphere,,3/15/1969,-0.2
Northern Hemisphere,,4/15/1969,0.03
Northern Hemisphere,,5/15/1969,0.11
Northern Hemisphere,,6/15/1969,-0.04
Northern Hemisphere,,7/15/1969,0.06
Northern Hemisphere,,8/15/1969,0.04
Northern Hemisphere,,9/15/1969,0.04
Northern Hemisphere,,10/15/1969,0.03
Northern Hemisphere,,11/15/1969,0.15
Northern Hemisphere,,12/15/1969,0.3
Northern Hemisphere,,1/15/1970,-0.02
Northern Hemisphere,,2/15/1970,0.27
Northern Hemisphere,,3/15/1970,-0.07
Northern Hemisphere,,4/15/1970,-0.02
Northern Hemisphere,,5/15/1970,0
Northern Hemisphere,,6/15/1970,0.02
Northern Hemisphere,,7/15/1970,-0.04
Northern Hemisphere,,8/15/1970,-0.05
Northern Hemisphere,,9/15/1970,-0.05
Northern Hemisphere,,10/15/1970,-0.2
Northern Hemisphere,,11/15/1970,0.01
Northern Hemisphere,,12/15/1970,-0.31
Northern Hemisphere,,1/15/1971,-0.14
Northern Hemisphere,,2/15/1971,-0.21
Northern Hemisphere,,3/15/1971,-0.28
Northern Hemisphere,,4/15/1971,-0.2
Northern Hemisphere,,5/15/1971,-0.12
Northern Hemisphere,,6/15/1971,-0.14
Northern Hemisphere,,7/15/1971,-0.13
Northern Hemisphere,,8/15/1971,-0.16
Northern Hemisphere,,9/15/1971,-0.14
Northern Hemisphere,,10/15/1971,-0.16
Northern Hemisphere,,11/15/1971,-0.02
Northern Hemisphere,,12/15/1971,-0.14
Northern Hemisphere,,1/15/1972,-0.54
Northern Hemisphere,,2/15/1972,-0.52
Northern Hemisphere,,3/15/1972,0.01
Northern Hemisphere,,4/15/1972,-0.11
Northern Hemisphere,,5/15/1972,-0.15
Northern Hemisphere,,6/15/1972,-0.1
Northern Hemisphere,,7/15/1972,-0.05
Northern Hemisphere,,8/15/1972,-0.09
Northern Hemisphere,,9/15/1972,-0.26
Northern Hemisphere,,10/15/1972,-0.04
Northern Hemisphere,,11/15/1972,-0.19
Northern Hemisphere,,12/15/1972,-0.04
Northern Hemisphere,,1/15/1973,0.16
Northern Hemisphere,,2/15/1973,0.44
Northern Hemisphere,,3/15/1973,0.32
Northern Hemisphere,,4/15/1973,0.19
Northern Hemisphere,,5/15/1973,0.09
Northern Hemisphere,,6/15/1973,0.16
Northern Hemisphere,,7/15/1973,0.04
Northern Hemisphere,,8/15/1973,0.03
Northern Hemisphere,,9/15/1973,-0.08
Northern Hemisphere,,10/15/1973,-0.07
Northern Hemisphere,,11/15/1973,-0.09
Northern Hemisphere,,12/15/1973,-0.04
Northern Hemisphere,,1/15/1974,-0.26
Northern Hemisphere,,2/15/1974,-0.35
Northern Hemisphere,,3/15/1974,0.03
Northern Hemisphere,,4/15/1974,-0.09
Northern Hemisphere,,5/15/1974,-0.19
Northern Hemisphere,,6/15/1974,-0.18
Northern Hemisphere,,7/15/1974,-0.12
Northern Hemisphere,,8/15/1974,-0.11
Northern Hemisphere,,9/15/1974,-0.16
Northern Hemisphere,,10/15/1974,-0.23
Northern Hemisphere,,11/15/1974,-0.2
Northern Hemisphere,,12/15/1974,-0.27
Northern Hemisphere,,1/15/1975,0.16
Northern Hemisphere,,2/15/1975,0.09
Northern Hemisphere,,3/15/1975,0.11
Northern Hemisphere,,4/15/1975,0.05
Northern Hemisphere,,5/15/1975,-0.02
Northern Hemisphere,,6/15/1975,-0.08
Northern Hemisphere,,7/15/1975,-0.06
Northern Hemisphere,,8/15/1975,-0.13
Northern Hemisphere,,9/15/1975,-0.08
Northern Hemisphere,,10/15/1975,-0.18
Northern Hemisphere,,11/15/1975,-0.3
Northern Hemisphere,,12/15/1975,-0.22
Northern Hemisphere,,1/15/1976,0.05
Northern Hemisphere,,2/15/1976,-0.12
Northern Hemisphere,,3/15/1976,-0.31
Northern Hemisphere,,4/15/1976,0.02
Northern Hemisphere,,5/15/1976,-0.25
Northern Hemisphere,,6/15/1976,-0.19
Northern Hemisphere,,7/15/1976,-0.26
Northern Hemisphere,,8/15/1976,-0.21
Northern Hemisphere,,9/15/1976,-0.12
Northern Hemisphere,,10/15/1976,-0.51
Northern Hemisphere,,11/15/1976,-0.31
Northern Hemisphere,,12/15/1976,-0.25
Northern Hemisphere,,1/15/1977,-0.16
Northern Hemisphere,,2/15/1977,0.11
Northern Hemisphere,,3/15/1977,0.26
Northern Hemisphere,,4/15/1977,0.25
Northern Hemisphere,,5/15/1977,0.23
Northern Hemisphere,,6/15/1977,0.22
Northern Hemisphere,,7/15/1977,0.08
Northern Hemisphere,,8/15/1977,0.02
Northern Hemisphere,,9/15/1977,0.13
Northern Hemisphere,,10/15/1977,-0.02
Northern Hemisphere,,11/15/1977,0.27
Northern Hemisphere,,12/15/1977,0.02
Northern Hemisphere,,1/15/1978,0.16
Northern Hemisphere,,2/15/1978,0.04
Northern Hemisphere,,3/15/1978,0.21
Northern Hemisphere,,4/15/1978,0.07
Northern Hemisphere,,5/15/1978,-0.06
Northern Hemisphere,,6/15/1978,-0.14
Northern Hemisphere,,7/15/1978,-0.07
Northern Hemisphere,,8/15/1978,-0.14
Northern Hemisphere,,9/15/1978,-0.01
